Negara,Tanggal,Varian,N_Positif
Italy,2021-06-14,Beta,3
Italy,2021-06-14,Gamma,203
Italy,2021-06-14,Mu,7
Italy,2021-06-14,Omicron,0
Italy,2021-06-28,Alpha,972
Italy,2021-06-28,Beta,4
Italy,2021-06-28,Gamma,252
Italy,2021-06-28,Mu,31
Italy,2021-06-28,Omicron,0
Italy,2021-07-12,Alpha,635
Italy,2021-07-12,Beta,1
Italy,2021-07-12,Gamma,178
Italy,2021-07-12,Mu,12
Italy,2021-07-12,Omicron,0
Italy,2021-07-26,Alpha,254
Italy,2021-07-26,Beta,4
Italy,2021-07-26,Gamma,86
Italy,2021-07-26,Mu,4
Italy,2021-07-26,Omicron,0
Italy,2021-08-09,Alpha,87
Italy,2021-08-09,Beta,2
Italy,2021-08-09,Gamma,18
Italy,2021-08-09,Mu,3
Italy,2021-08-09,Omicron,0
Italy,2021-08-23,Alpha,20
Italy,2021-08-23,Beta,0
Italy,2021-08-23,Gamma,3
Italy,2021-08-23,Mu,0
Italy,2021-08-23,Omicron,0
Italy,2021-09-06,Alpha,10
Italy,2021-09-06,Beta,0
Italy,2021-09-06,Gamma,0
Italy,2021-09-06,Mu,0
Italy,2021-09-06,Omicron,0
Italy,2021-09-20,Alpha,4
Italy,2021-09-20,Beta,0
Italy,2021-09-20,Gamma,0
Italy,2021-09-20,Mu,0
Italy,2021-09-20,Omicron,0
Italy,2021-10-04,Alpha,6
Italy,2021-10-04,Beta,0
Italy,2021-10-04,Gamma,0
Italy,2021-10-04,Mu,0
Italy,2021-10-04,Omicron,0
Italy,2021-10-18,Alpha,52
Italy,2021-10-18,Beta,0
Italy,2021-10-18,Gamma,2
Italy,2021-10-18,Mu,0
Italy,2021-10-18,Omicron,0
Italy,2021-11-01,Alpha,2
Italy,2021-11-01,Beta,0
Italy,2021-11-01,Gamma,0
Italy,2021-11-01,Mu,0
Italy,2021-11-01,Omicron,0
Italy,2021-11-15,Alpha,0
Italy,2021-11-15,Beta,0
Italy,2021-11-15,Gamma,0
Italy,2021-11-15,Mu,0
Italy,2021-11-15,Omicron,0
Italy,2021-11-29,Alpha,109
Italy,2021-11-29,Beta,0
Italy,2021-11-29,Gamma,19
Italy,2021-11-29,Mu,0
Italy,2021-11-29,Omicron,4
Italy,2021-12-13,Alpha,3
Italy,2021-12-13,Beta,0
Italy,2021-12-13,Gamma,0
Italy,2021-12-13,Mu,0
Italy,2021-12-13,Omicron,36
Italy,2021-12-27,Alpha,1
Italy,2021-12-27,Beta,0
Italy,2021-12-27,Gamma,0
Italy,2021-12-27,Mu,0
Italy,2021-12-27,Omicron,486
Japan,2020-05-11,Alpha,0
Japan,2020-05-11,Beta,0
Japan,2020-05-11,Gamma,0
Japan,2020-05-11,Mu,0
Japan,2020-05-11,Omicron,0
Japan,2020-05-25,Alpha,0
Japan,2020-05-25,Beta,0
Japan,2020-05-25,Gamma,0
Japan,2020-05-25,Mu,0
Japan,2020-05-25,Omicron,0
Japan,2020-06-08,Alpha,0
Japan,2020-06-08,Beta,0
Japan,2020-06-08,Gamma,0
Japan,2020-06-08,Mu,0
Japan,2020-06-08,Omicron,0
Japan,2020-06-22,Alpha,0
Japan,2020-06-22,Beta,0
Japan,2020-06-22,Gamma,0
Japan,2020-06-22,Mu,0
Japan,2020-06-22,Omicron,0
Japan,2020-07-06,Alpha,0
Japan,2020-07-06,Beta,0
Japan,2020-07-06,Gamma,0
Japan,2020-07-06,Mu,0
Japan,2020-07-06,Omicron,0
Japan,2020-07-20,Alpha,0
Japan,2020-07-20,Beta,0
Japan,2020-07-20,Gamma,0
Japan,2020-07-20,Mu,0
Japan,2020-07-20,Omicron,0
Japan,2020-08-03,Alpha,0
Japan,2020-08-03,Beta,0
Japan,2020-08-03,Gamma,0
Japan,2020-08-03,Mu,0
Japan,2020-08-03,Omicron,0
Japan,2020-08-17,Alpha,0
Japan,2020-08-17,Beta,0
Japan,2020-08-17,Gamma,0
Japan,2020-08-17,Mu,0
Japan,2020-08-17,Omicron,0
Japan,2020-08-31,Alpha,0
Japan,2020-08-31,Beta,0
Japan,2020-08-31,Gamma,0
Japan,2020-08-31,Mu,0
Japan,2020-08-31,Omicron,0
Japan,2020-09-14,Alpha,0
Japan,2020-09-14,Beta,0
Japan,2020-09-14,Gamma,0
Japan,2020-09-14,Mu,0
Japan,2020-09-14,Omicron,0
Japan,2020-09-28,Alpha,0
Japan,2020-09-28,Beta,0
Japan,2020-09-28,Gamma,0
Japan,2020-09-28,Mu,0
Japan,2020-09-28,Omicron,0
Japan,2020-10-12,Alpha,0
Japan,2020-10-12,Beta,0
Japan,2020-10-12,Gamma,0
Japan,2020-10-12,Mu,0
Japan,2020-10-12,Omicron,0
Japan,2020-10-26,Alpha,0
Japan,2020-10-26,Beta,0
Japan,2020-10-26,Gamma,0
Japan,2020-10-26,Mu,0
Japan,2020-10-26,Omicron,0
Japan,2020-11-09,Alpha,0
Japan,2020-11-09,Beta,0
Japan,2020-11-09,Gamma,0
Japan,2020-11-09,Mu,0
Japan,2020-11-09,Omicron,0
Japan,2020-11-23,Alpha,0
Japan,2020-11-23,Beta,0
Japan,2020-11-23,Gamma,0
Japan,2020-11-23,Mu,0
Japan,2020-11-23,Omicron,0
Japan,2020-12-07,Alpha,1
Japan,2020-12-07,Beta,0
Japan,2020-12-07,Gamma,0
Japan,2020-12-07,Mu,0
Japan,2020-12-07,Omicron,0
Japan,2020-12-21,Alpha,6
Japan,2020-12-21,Beta,1
Japan,2020-12-21,Gamma,0
Japan,2020-12-21,Mu,0
Japan,2020-12-21,Omicron,0
Japan,2021-01-04,Alpha,23
Japan,2021-01-04,Beta,1
Japan,2021-01-04,Gamma,4
Japan,2021-01-04,Mu,0
Japan,2021-01-04,Omicron,0
Japan,2021-01-11,Alpha,14
Japan,2021-01-11,Beta,3
Japan,2021-01-11,Gamma,0
Japan,2021-01-11,Mu,0
Japan,2021-01-11,Omicron,0
Japan,2021-01-25,Alpha,48
Japan,2021-01-25,Beta,1
Japan,2021-01-25,Gamma,0
Japan,2021-01-25,Mu,0
Japan,2021-01-25,Omicron,0
Japan,2021-02-08,Alpha,99
Japan,2021-02-08,Beta,6
Japan,2021-02-08,Gamma,0
Japan,2021-02-08,Mu,0
Japan,2021-02-08,Omicron,0
Japan,2021-02-22,Alpha,103
Japan,2021-02-22,Beta,2
Japan,2021-02-22,Gamma,4
Japan,2021-02-22,Mu,0
Japan,2021-02-22,Omicron,0
Japan,2021-03-08,Alpha,180
Japan,2021-03-08,Beta,8
Japan,2021-03-08,Gamma,11
Japan,2021-03-08,Mu,0
Japan,2021-03-08,Omicron,0
Japan,2021-03-22,Alpha,553
Japan,2021-03-22,Beta,8
Japan,2021-03-22,Gamma,29
Japan,2021-03-22,Mu,0
Japan,2021-03-22,Omicron,0
Japan,2021-04-05,Alpha,2262
Japan,2021-04-05,Beta,14
Japan,2021-04-05,Gamma,18
Japan,2021-04-05,Mu,0
Japan,2021-04-05,Omicron,0
Japan,2021-04-19,Alpha,3682
Japan,2021-04-19,Beta,15
Japan,2021-04-19,Gamma,9
Japan,2021-04-19,Mu,0
Japan,2021-04-19,Omicron,0
Japan,2021-05-03,Alpha,8709
Japan,2021-05-03,Beta,13
Japan,2021-05-03,Gamma,16
Japan,2021-05-03,Mu,0
Japan,2021-05-03,Omicron,0
Japan,2021-05-17,Alpha,8478
Japan,2021-05-17,Beta,3
Japan,2021-05-17,Gamma,9
Japan,2021-05-17,Mu,0
Japan,2021-05-17,Omicron,0
Japan,2021-05-31,Alpha,5447
Japan,2021-05-31,Beta,5
Japan,2021-05-31,Gamma,3
Japan,2021-05-31,Mu,0
Japan,2021-05-31,Omicron,0
Japan,2021-06-14,Alpha,3893
Japan,2021-06-14,Beta,7
Japan,2021-06-14,Gamma,2
Japan,2021-06-14,Mu,0
Japan,2021-06-14,Omicron,0
Japan,2021-06-28,Alpha,3658
Japan,2021-06-28,Beta,5
Japan,2021-06-28,Gamma,1
Japan,2021-06-28,Mu,0
Japan,2021-06-28,Omicron,0
Japan,2021-07-12,Alpha,4046
Japan,2021-07-12,Beta,4
Japan,2021-07-12,Gamma,1
Japan,2021-07-12,Mu,2
Japan,2021-07-12,Omicron,0
Japan,2021-07-26,Alpha,3914
Japan,2021-07-26,Beta,3
Japan,2021-07-26,Gamma,2
Japan,2021-07-26,Mu,0
Japan,2021-07-26,Omicron,0
Japan,2021-08-09,Alpha,2828
Japan,2021-08-09,Beta,2
Japan,2021-08-09,Gamma,1
Japan,2021-08-09,Mu,1
Japan,2021-08-09,Omicron,0
Japan,2021-08-23,Alpha,1406
Japan,2021-08-23,Beta,0
Japan,2021-08-23,Gamma,1
Japan,2021-08-23,Mu,0
Japan,2021-08-23,Omicron,0
Japan,2021-09-06,Alpha,427
Japan,2021-09-06,Beta,0
Japan,2021-09-06,Gamma,8
Japan,2021-09-06,Mu,0
Japan,2021-09-06,Omicron,0
Japan,2021-09-20,Alpha,59
Japan,2021-09-20,Beta,0
Japan,2021-09-20,Gamma,0
Japan,2021-09-20,Mu,0
Japan,2021-09-20,Omicron,0
Japan,2021-10-04,Alpha,5
Japan,2021-10-04,Beta,0
Japan,2021-10-04,Gamma,0
Japan,2021-10-04,Mu,0
Japan,2021-10-04,Omicron,0
Japan,2021-10-18,Alpha,0
Japan,2021-10-18,Beta,0
Japan,2021-10-18,Gamma,1
Japan,2021-10-18,Mu,0
Japan,2021-10-18,Omicron,0
Japan,2021-11-01,Alpha,0
Japan,2021-11-01,Beta,0
Japan,2021-11-01,Gamma,0
Japan,2021-11-01,Mu,0
Japan,2021-11-01,Omicron,0
Japan,2021-11-15,Alpha,0
Japan,2021-11-15,Beta,0
Japan,2021-11-15,Gamma,0
Japan,2021-11-15,Mu,0
Japan,2021-11-15,Omicron,0
Japan,2021-11-29,Alpha,0
Japan,2021-11-29,Beta,0
Japan,2021-11-29,Gamma,0
Japan,2021-11-29,Mu,0
Japan,2021-11-29,Omicron,5
Japan,2021-12-13,Alpha,0
Japan,2021-12-13,Beta,0
Japan,2021-12-13,Gamma,0
Japan,2021-12-13,Mu,0
Japan,2021-12-13,Omicron,27
Japan,2021-12-27,Alpha,0
Japan,2021-12-27,Beta,0
Japan,2021-12-27,Gamma,0
Japan,2021-12-27,Mu,0
Japan,2021-12-27,Omicron,118
Malaysia,2020-05-11,Alpha,0
Malaysia,2020-05-11,Beta,0
Malaysia,2020-05-11,Gamma,0
Malaysia,2020-05-11,Mu,0
Malaysia,2020-05-11,Omicron,0
Malaysia,2020-05-25,Alpha,0
Malaysia,2020-05-25,Beta,0
Malaysia,2020-05-25,Gamma,0
Malaysia,2020-05-25,Mu,0
Malaysia,2020-05-25,Omicron,0
Malaysia,2020-06-08,Alpha,0
Malaysia,2020-06-08,Beta,0
Malaysia,2020-06-08,Gamma,0
Malaysia,2020-06-08,Mu,0
Malaysia,2020-06-08,Omicron,0
Malaysia,2020-06-22,Alpha,0
Malaysia,2020-06-22,Beta,0
Malaysia,2020-06-22,Gamma,0
Malaysia,2020-06-22,Mu,0
Malaysia,2020-06-22,Omicron,0
Malaysia,2020-07-20,Alpha,0
Malaysia,2020-07-20,Beta,0
Malaysia,2020-07-20,Gamma,0
Malaysia,2020-07-20,Mu,0
Malaysia,2020-07-20,Omicron,0
Malaysia,2020-08-03,Alpha,0
Malaysia,2020-08-03,Beta,0
Malaysia,2020-08-03,Gamma,0
Malaysia,2020-08-03,Mu,0
Malaysia,2020-08-03,Omicron,0
Malaysia,2020-08-17,Alpha,0
Malaysia,2020-08-17,Beta,0
Malaysia,2020-08-17,Gamma,0
Malaysia,2020-08-17,Mu,0
Malaysia,2020-08-17,Omicron,0
Malaysia,2020-08-31,Alpha,0
Malaysia,2020-08-31,Beta,0
Malaysia,2020-08-31,Gamma,0
Malaysia,2020-08-31,Mu,0
Malaysia,2020-08-31,Omicron,0
Malaysia,2020-09-14,Alpha,0
Malaysia,2020-09-14,Beta,0
Malaysia,2020-09-14,Gamma,0
Malaysia,2020-09-14,Mu,0
Malaysia,2020-09-14,Omicron,0
Malaysia,2020-10-12,Alpha,0
Malaysia,2020-10-12,Beta,0
Malaysia,2020-10-12,Gamma,0
Malaysia,2020-10-12,Mu,0
Malaysia,2020-10-12,Omicron,0
Malaysia,2020-10-26,Alpha,0
Malaysia,2020-10-26,Beta,0
Malaysia,2020-10-26,Gamma,0
Malaysia,2020-10-26,Mu,0
Malaysia,2020-10-26,Omicron,0
Malaysia,2020-11-09,Alpha,0
Malaysia,2020-11-09,Beta,0
Malaysia,2020-11-09,Gamma,0
Malaysia,2020-11-09,Mu,0
Malaysia,2020-11-09,Omicron,0
Malaysia,2020-11-23,Alpha,0
Malaysia,2020-11-23,Beta,0
Malaysia,2020-11-23,Gamma,0
Malaysia,2020-11-23,Mu,0
Malaysia,2020-11-23,Omicron,0
Malaysia,2020-12-07,Alpha,0
Malaysia,2020-12-07,Beta,1
Malaysia,2020-12-07,Gamma,0
Malaysia,2020-12-07,Mu,0
Malaysia,2020-12-07,Omicron,0
Malaysia,2020-12-21,Alpha,0
Malaysia,2020-12-21,Beta,0
Malaysia,2020-12-21,Gamma,0
Malaysia,2020-12-21,Mu,0
Malaysia,2020-12-21,Omicron,0
Malaysia,2021-01-04,Alpha,1
Malaysia,2021-01-04,Beta,0
Malaysia,2021-01-04,Gamma,0
Malaysia,2021-01-04,Mu,0
Malaysia,2021-01-04,Omicron,0
Malaysia,2021-01-11,Alpha,0
Malaysia,2021-01-11,Beta,0
Malaysia,2021-01-11,Gamma,0
Malaysia,2021-01-11,Mu,0
Malaysia,2021-01-11,Omicron,0
Malaysia,2021-01-25,Alpha,1
Malaysia,2021-01-25,Beta,0
Malaysia,2021-01-25,Gamma,0
Malaysia,2021-01-25,Mu,0
Malaysia,2021-01-25,Omicron,0
Malaysia,2021-02-08,Alpha,0
Malaysia,2021-02-08,Beta,2
Malaysia,2021-02-08,Gamma,0
Malaysia,2021-02-08,Mu,0
Malaysia,2021-02-08,Omicron,0
Malaysia,2021-02-22,Alpha,1
Malaysia,2021-02-22,Beta,0
Malaysia,2021-02-22,Gamma,0
Malaysia,2021-02-22,Mu,0
Malaysia,2021-02-22,Omicron,0
Malaysia,2021-03-08,Alpha,0
Malaysia,2021-03-08,Beta,9
Malaysia,2021-03-08,Gamma,0
Malaysia,2021-03-08,Mu,0
Malaysia,2021-03-08,Omicron,0
Malaysia,2021-03-22,Alpha,0
Malaysia,2021-03-22,Beta,13
Malaysia,2021-03-22,Gamma,0
Malaysia,2021-03-22,Mu,0
Malaysia,2021-03-22,Omicron,0
Malaysia,2021-04-05,Alpha,5
Malaysia,2021-04-05,Beta,10
Malaysia,2021-04-05,Gamma,0
Malaysia,2021-04-05,Mu,0
Malaysia,2021-04-05,Omicron,0
Malaysia,2021-04-19,Alpha,17
Malaysia,2021-04-19,Beta,58
Malaysia,2021-04-19,Gamma,0
Malaysia,2021-04-19,Mu,0
Malaysia,2021-04-19,Omicron,0
Malaysia,2021-05-03,Alpha,3
Malaysia,2021-05-03,Beta,66
Malaysia,2021-05-03,Gamma,0
Malaysia,2021-05-03,Mu,0
Malaysia,2021-05-03,Omicron,0
Malaysia,2021-05-17,Alpha,0
Malaysia,2021-05-17,Beta,48
Malaysia,2021-05-17,Gamma,0
Malaysia,2021-05-17,Mu,0
Malaysia,2021-05-17,Omicron,0
Malaysia,2021-05-31,Alpha,0
Malaysia,2021-05-31,Beta,29
Malaysia,2021-05-31,Gamma,0
Malaysia,2021-05-31,Mu,0
Malaysia,2021-05-31,Omicron,0
Malaysia,2021-06-14,Alpha,2
Malaysia,2021-06-14,Beta,10
Malaysia,2021-06-14,Gamma,0
Malaysia,2021-06-14,Mu,0
Malaysia,2021-06-14,Omicron,0
Malaysia,2021-06-28,Alpha,3
Malaysia,2021-06-28,Beta,8
Malaysia,2021-06-28,Gamma,0
Malaysia,2021-06-28,Mu,0
Malaysia,2021-06-28,Omicron,0
Malaysia,2021-07-12,Alpha,0
Malaysia,2021-07-12,Beta,2
Malaysia,2021-07-12,Gamma,0
Malaysia,2021-07-12,Mu,0
Malaysia,2021-07-12,Omicron,0
Malaysia,2021-07-26,Alpha,0
Malaysia,2021-07-26,Beta,6
Malaysia,2021-07-26,Gamma,0
Malaysia,2021-07-26,Mu,0
Malaysia,2021-07-26,Omicron,0
Malaysia,2021-08-09,Alpha,0
Malaysia,2021-08-09,Beta,5
Malaysia,2021-08-09,Gamma,0
Malaysia,2021-08-09,Mu,0
Malaysia,2021-08-09,Omicron,0
Malaysia,2021-08-23,Alpha,0
Malaysia,2021-08-23,Beta,0
Malaysia,2021-08-23,Gamma,0
Malaysia,2021-08-23,Mu,0
Malaysia,2021-08-23,Omicron,0
Malaysia,2021-09-06,Alpha,0
Malaysia,2021-09-06,Beta,1
Malaysia,2021-09-06,Gamma,0
Malaysia,2021-09-06,Mu,0
Malaysia,2021-09-06,Omicron,0
Malaysia,2021-09-20,Alpha,0
Malaysia,2021-09-20,Beta,2
Malaysia,2021-09-20,Gamma,0
Malaysia,2021-09-20,Mu,0
Malaysia,2021-09-20,Omicron,0
Malaysia,2021-10-04,Alpha,0
Malaysia,2021-10-04,Beta,1
Malaysia,2021-10-04,Gamma,0
Malaysia,2021-10-04,Mu,0
Malaysia,2021-10-04,Omicron,0
Malaysia,2021-10-18,Alpha,0
Malaysia,2021-10-18,Beta,0
Malaysia,2021-10-18,Gamma,0
Malaysia,2021-10-18,Mu,0
Malaysia,2021-10-18,Omicron,0
Malaysia,2021-11-01,Alpha,0
Malaysia,2021-11-01,Beta,1
Malaysia,2021-11-01,Gamma,0
Malaysia,2021-11-01,Mu,0
Malaysia,2021-11-01,Omicron,0
Malaysia,2021-11-15,Alpha,0
Malaysia,2021-11-15,Beta,1
Malaysia,2021-11-15,Gamma,0
Malaysia,2021-11-15,Mu,0
Malaysia,2021-11-15,Omicron,0
Malaysia,2021-11-29,Alpha,0
Malaysia,2021-11-29,Beta,0
Malaysia,2021-11-29,Gamma,0
Malaysia,2021-11-29,Mu,0
Malaysia,2021-11-29,Omicron,1
Malaysia,2021-12-13,Alpha,0
Malaysia,2021-12-13,Beta,0
Malaysia,2021-12-13,Gamma,0
Malaysia,2021-12-13,Mu,0
Malaysia,2021-12-13,Omicron,11
Malaysia,2021-12-27,Alpha,0
Malaysia,2021-12-27,Beta,0
Malaysia,2021-12-27,Gamma,0
Malaysia,2021-12-27,Mu,0
Malaysia,2021-12-27,Omicron,5
